Asilone_Susp S/F,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,38.356,22090.5,0.695,86.26112,2.25,0,575.93
Asilone Antacid_Tab 250mg,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.006,0.878,0,0.07152,11.92,0.08,146.33
Asilone Antacid_Liq S/F,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,0.004,2,0.002,0.01969,4.92,0.01,500
Maalox Plus_Susp S/F,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,13.443,7600.173,0.32,42.40943,3.15,0.01,565.36
Antacid/Oxetacaine_Oral Susp S/F,Aluminium & Magnesium & Oxetacaine,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,0.022,6.2,0,2.39672,108.94,0.39,281.82
Alu-Cap_Cap 475mg,Aluminium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,9.038,991.101,4.203,30.98419,3.43,0.03,109.66
Aludrox_Liq S/F,Aluminium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,0.002,0.56,0,0.00299,1.5,0.01,280
Remegel Wind Relief_Tab Chble 800/125mg,Calcium Carbonate & Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.116,6.108,0.061,0.60566,5.22,0.1,52.66
Maalox_Susp 195mg/220mg/5ml S/F,Co-Magaldrox(Magnesium/Aluminium Hydrox),1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,75.435,43531.649,36.165,242.90997,3.22,0.01,577.07
Mucogel_Susp 195mg/220mg/5ml S/F,Co-Magaldrox(Magnesium/Aluminium Hydrox),1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,51.701,27780.638,22.312,95.02182,1.84,0,537.33
Altacite Plus_Susp 125mg/500mg/5ml S/F,Co-Simalcite (Simeticone/Hydrotalcite),1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,20.576,12007.812,8.396,68.13537,3.31,0.01,583.58
Nurse Harveys_Gripe Mix,Gripe Mixtures,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,3,3.382,652.423,0,6.25743,1.85,0.01,192.91
