Altacite Plus_Susp 125mg/500mg/5ml S/F,Co-Simalcite (Simeticone/Hydrotalcite),1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,19.652,11349.714,7.83,73.627,3.75,0.01,577.53
Alu-Cap_Cap 475mg,Aluminium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,8.715,929.106,3.981,35.39,4.06,0.04,106.61
Aludrox_Liq S/F,Aluminium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,0.001,0.2,0,0.001,1.42,0.01,200
Alum Hydrox_Tab 500mg,Aluminium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.002,0.22,0,0.081,40.43,0.37,110
Antacid/Oxetacaine_Oral Susp S/F,Aluminium & Magnesium & Oxetacaine,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,0.853,325.28,0,120.344,141.08,0.37,381.34
Asilone Antacid_Liq S/F,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,0.011,5.2,0.004,0.043,3.92,0.01,472.73
Asilone Antacid_Tab 250mg,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.007,1.352,0,0.077,11,0.06,193.14
Asilone Windcheaters_Cap 100mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.003,0.222,0.003,0.014,4.81,0.07,74
Asilone_Susp S/F,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,24.458,14103,0.415,55.995,2.29,0,576.62
Dentinox_Infant Colic Dps,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,7.76,918.808,3.078,15.902,2.05,0.02,118.4
Hydrotalcite_Oral Susp 500mg/5ml S/F,Hydrotalcite,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,0.166,99.38,0,0.555,3.34,0.01,598.67
Infacol_Susp 40mg/ml S/F,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,67.375,4052.95,19.738,198.594,2.95,0.05,60.16
Maalox Plus_Susp S/F,Aluminium & Magnesium & Act Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,14.402,8237.785,0.209,45.967,3.19,0.01,571.99
Maalox_Susp 195mg/220mg/5ml S/F,Co-Magaldrox(Magnesium/Aluminium Hydrox),1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,66.537,38523.03,32.494,214.956,3.23,0.01,578.97
Mag Carb_Heavy Cap 500mg,Magnesium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.843,87.602,0,239.609,284.23,2.74,103.92
Mag Ox_Cap 100mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.529,79.32,0,212.875,402.41,2.68,149.94
Mag Ox_Cap 10mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.004,0.398,0,1.457,364.32,3.66,99.5
Mag Ox_Cap 160mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,2.43,326.882,0,853.24,351.13,2.61,134.52
Mag Ox_Cap 200mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.017,2.352,0,3.711,218.31,1.58,138.35
Mag Ox_Cap 250mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.021,2.098,0,1.059,50.43,0.5,99.9
Mag Ox_Cap 300mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.032,3.338,0,4.255,132.97,1.27,104.31
Mag Ox_Cap 400mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.086,8.709,0,14.762,171.65,1.7,101.27
Mag Ox_Cap 500mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.219,21.811,0,67.24,307.03,3.08,99.59
Mag Trisil Co_Tab,Magnesium Trisilicate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,2.669,260.564,0,41.699,15.62,0.16,97.63
Mag Trisil_Mix,Magnesium Trisilicate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,25.174,10913.261,0,54.301,2.16,0,433.51
Mag-Ox 400_Tab 400mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.046,5.056,0.038,3.891,84.59,0.77,109.91
Milk Of Magnesia_Liq (Banana),Magnesium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,0.001,0.6,0,0.011,10.95,0.02,600
Mucogel_Susp 195mg/220mg/5ml S/F,Co-Magaldrox(Magnesium/Aluminium Hydrox),1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,51.073,27523.656,18.977,94.143,1.84,0,538.91
Original Andrews Salts_Eff Pdr,Magnesium Sulphate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,6,3,0.018,4.756,0,0.052,2.9,0.01,264.22
Phillips Milk Of Magnesia_Liq (Mint),Magnesium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,2.338,986.255,0.782,12.577,5.38,0.01,421.84
Remegel Wind Relief_Tab Chble 800/125mg,Calcium Carbonate & Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.153,8.64,0.071,0.867,5.67,0.1,56.47
Wind-Eze_Gelcap 125mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.957,56.939,0.809,7.635,7.98,0.13,59.5
Wind-Eze_Tab Chble 125mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,1.223,90.859,1.011,8.133,6.65,0.09,74.29
WindSetlers_Cap 100mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,1.388,88.095,1.251,9.893,7.13,0.11,63.47
Woodward's_Colic Dps 66.7mg/ml S/F,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,0.003,0.27,0.002,0.016,5.34,0.06,90
Nurse Harveys_Gripe Mix,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,3,0.751,133.534,0.002,1.281,1.71,0.01,177.81
Sod Bicarb_(S),Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,6,1,0.824,452.44,0,0.736,0.89,0,549.08
Sod Bicarb_Liq Spec 100mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.008,5.3,0,5.1,637.44,0.96,662.5
Sod Bicarb_Liq Spec 1g/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.004,1.9,0,0.318,79.39,0.17,475
